Shipment_ID,Shipment_Date,Region,Transport_Mode,Distance_km,Shipment_Volume_kg,Priority,Warehouse_Processing_Hours,Delivery_Time_Hours,Transportation_Cost,Delay_Hours,On_Time_Delivery,Customer_Rating
SHP0787,2025-04-13,North,Rail,1139,509.41,Standard,2.61,19.07,846.35,0.63,Yes,4.9
SHP0788,2025-07-11,East,Road,1722,451.72,Express,3.48,36.56,1206.33,0.59,Yes,4.6
SHP0789,2025-09-09,North,Air,486,41.37,Standard,9.03,17.63,1189.59,5.41,No,4.4
SHP0790,2025-08-14,South,Sea,878,189.74,Standard,3.8,32.12,545.34,0.66,Yes,5.0
SHP0791,2025-10-21,East,Rail,308,337.45,Express,2.55,7.96,341.22,0.86,Yes,4.7
SHP0792,2025-11-02,South,Air,2053,154.35,Express,3.52,8.21,3160.73,0.57,Yes,4.5
SHP0793,2025-04-08,North,Road,2039,103.54,Standard,3.72,41.26,1337.73,2.16,Yes,4.1
SHP0794,2025-12-04,South,Road,152,972.55,Express,2.69,6.39,561.62,16.01,No,3.1
SHP0795,2025-10-13,West,Air,1042,239.3,Standard,3.9,7.05,1946.01,14.33,No,3.3
SHP0796,2025-12-01,East,Road,818,243.93,Express,1.09,19.31,799.0,3.33,Yes,4.5
SHP0797,2025-12-13,South,Rail,1174,88.56,Standard,6.04,33.2,769.29,5.64,No,4.0
SHP0798,2025-11-04,North,Road,1271,144.22,Express,1.68,25.96,1005.11,2.08,Yes,4.6
SHP0799,2025-09-06,West,Rail,2910,118.1,Standard,3.86,50.21,1493.92,0.99,Yes,4.5
SHP0800,2025-06-15,East,Sea,2323,471.2,Standard,2.43,78.26,1152.07,16.44,No,2.6
SHP0801,2025-12-01,South,Sea,2560,315.21,Standard,5.67,79.54,1066.58,1.68,Yes,4.2
SHP0802,2025-01-30,West,Air,286,148.5,Standard,1.86,7.29,1061.69,0.75,Yes,4.4
SHP0803,2025-09-04,North,Air,1194,327.78,Express,9.04,14.19,2300.63,4.19,Yes,4.5
SHP0804,2025-04-16,East,Rail,2603,185.4,Standard,2.71,40.88,1449.25,0.38,Yes,4.7
SHP0805,2025-02-20,East,Rail,2911,260.9,Standard,1.64,44.96,1489.63,2.07,Yes,4.3
SHP0806,2025-03-22,North,Road,816,260.04,Standard,2.15,19.91,691.04,19.18,No,2.0
SHP0807,2025-05-13,West,Road,2731,297.14,Standard,3.76,57.57,1811.72,1.31,Yes,4.9
SHP0808,2025-10-12,East,Rail,1040,273.08,Express,2.4,19.64,539.98,0.36,Yes,5.0
SHP0809,2025-05-18,East,Sea,2715,297.3,Express,5.43,86.44,1241.59,12.24,No,3.0
SHP0810,2025-07-03,North,Road,1809,533.29,Standard,2.47,41.39,1563.92,18.17,No,2.6
SHP0811,2025-11-26,North,Rail,2370,346.68,Express,5.86,40.71,1064.84,2.94,Yes,4.1
SHP0812,2025-09-30,South,Rail,2329,174.89,Express,1.31,38.13,1329.82,2.18,Yes,4.5
SHP0813,2025-12-06,West,Rail,2865,206.73,Standard,6.81,48.77,1463.36,3.44,Yes,4.6
SHP0814,2025-03-10,South,Air,545,523.8,Standard,2.27,7.65,1526.65,2.08,Yes,5.0
SHP0815,2025-02-03,East,Road,1097,239.53,Express,6.96,28.65,957.72,2.47,Yes,4.3
SHP0816,2025-09-19,East,Rail,1776,170.41,Standard,3.19,32.63,881.29,0.9,Yes,4.9
SHP0817,2025-02-22,North,Air,2599,142.34,Express,16.11,23.59,3839.63,15.61,No,3.2
SHP0818,2025-07-24,East,Rail,2122,268.04,Standard,2.15,34.04,1138.25,6.55,No,4.0
SHP0819,2025-05-06,North,Road,2385,121.71,Standard,3.18,48.19,1630.7,3.61,Yes,4.8
SHP0820,2025-08-23,West,Air,387,544.22,Standard,8.08,9.01,1363.8,11.24,No,3.3
SHP0821,2025-02-12,South,Air,1987,107.07,Standard,6.75,12.95,2974.85,9.42,No,3.8
SHP0822,2025-08-28,North,Road,1867,623.06,Express,5.17,42.56,1535.07,0.95,Yes,4.5
SHP0823,2025-04-21,South,Air,186,181.33,Standard,2.44,7.87,874.47,0.63,Yes,4.9
SHP0824,2025-09-06,South,Air,2605,104.2,Standard,3.82,14.57,3794.21,18.12,No,2.8
SHP0825,2025-05-31,West,Rail,2324,252.76,Express,2.46,37.68,1248.74,2.66,Yes,4.9
SHP0826,2025-07-02,East,Sea,369,113.62,Standard,1.03,17.16,302.48,5.54,No,4.8
SHP0827,2025-12-02,East,Air,1913,226.8,Standard,3.02,14.79,3131.77,2.14,Yes,4.9
SHP0828,2025-04-05,North,Air,965,147.78,Express,4.0,6.68,1816.6,0.06,Yes,5.0
SHP0829,2025-01-08,North,Air,1255,429.04,Express,3.04,7.05,2381.66,2.13,Yes,4.4
SHP0830,2025-12-26,North,Road,1947,243.65,Standard,3.11,47.41,1355.59,0.64,Yes,3.9
SHP0831,2025-07-03,East,Road,2183,96.36,Standard,4.45,48.57,1567.57,1.27,Yes,5.0
SHP0832,2025-10-08,West,Rail,975,145.78,Standard,5.84,21.7,571.38,17.77,No,3.3
SHP0833,2025-07-14,South,Road,2150,362.66,Standard,2.73,44.09,1659.79,1.33,Yes,4.7
SHP0834,2025-12-18,North,Road,2957,545.1,Standard,2.15,60.71,2080.18,6.22,No,3.7
SHP0835,2025-07-14,East,Sea,2964,214.5,Standard,7.38,93.27,1485.5,5.26,No,4.7
SHP0836,2025-06-04,West,Air,1308,106.58,Standard,3.51,8.45,2161.91,0.36,Yes,5.0
SHP0837,2025-04-03,East,Rail,2032,463.05,Standard,2.71,35.28,1249.27,1.25,Yes,3.9
SHP0838,2025-06-09,West,Sea,482,361.55,Standard,5.85,22.64,457.89,6.52,No,4.1
SHP0839,2025-03-02,South,Air,1048,552.57,Standard,1.43,6.77,2202.46,2.44,Yes,4.6
SHP0840,2025-05-02,North,Road,2197,271.28,Express,5.65,46.16,1595.19,6.61,No,3.4
SHP0841,2025-02-20,West,Road,1039,153.79,Express,8.47,30.45,913.27,8.12,No,3.4
SHP0842,2025-10-04,East,Rail,648,317.93,Standard,1.71,12.15,511.7,0.74,Yes,5.0
SHP0843,2025-01-05,South,Air,2500,278.23,Standard,2.54,8.63,3823.5,0.73,Yes,4.7
SHP0844,2025-04-02,East,Road,445,148.06,Standard,3.7,17.36,639.65,6.16,No,3.7
SHP0845,2025-06-19,West,Air,464,254.44,Standard,4.97,9.6,1348.27,1.82,Yes,4.3
SHP0846,2025-11-13,East,Road,988,193.15,Standard,3.71,23.56,827.47,1.13,Yes,4.2
SHP0847,2025-01-22,East,Air,1686,372.59,Standard,4.05,10.29,2838.91,1.44,Yes,4.7
SHP0848,2025-11-22,South,Air,2774,312.44,Standard,1.51,10.45,4140.13,7.12,No,4.2
SHP0849,2025-01-01,East,Air,2560,106.05,Express,4.8,13.26,3818.26,16.11,No,3.3
SHP0850,2025-05-13,East,Sea,590,98.82,Standard,10.44,31.53,335.6,7.95,No,3.6
SHP0851,2025-08-21,West,Air,1699,207.92,Standard,2.18,11.05,2797.26,3.5,Yes,4.3
SHP0852,2025-01-12,West,Sea,1995,226.55,Express,5.1,65.53,802.26,1.64,Yes,4.8
SHP0853,2025-12-12,West,Sea,133,377.17,Standard,5.09,13.16,343.42,3.61,Yes,4.7
SHP0854,2025-02-15,North,Air,320,317.13,Standard,4.6,5.67,1241.53,13.25,No,3.3
SHP0855,2025-02-03,East,Air,2341,614.67,Standard,6.89,15.71,4018.12,5.78,No,4.6
SHP0856,2025-03-19,West,Road,437,159.65,Standard,5.65,16.7,620.25,4.97,Yes,4.8
SHP0857,2025-08-06,East,Rail,263,153.39,Express,4.12,12.15,304.16,12.91,No,2.7
SHP0858,2025-10-28,West,Rail,2915,113.08,Standard,2.96,46.71,1296.85,1.25,Yes,5.0
SHP0859,2025-03-14,West,Road,108,374.12,Standard,1.96,10.27,481.48,2.58,Yes,4.9
SHP0860,2025-10-09,South,Road,1675,224.8,Standard,2.73,33.94,1223.75,1.06,Yes,4.3
SHP0861,2025-09-06,East,Sea,2980,60.49,Standard,4.85,93.57,1268.34,2.13,Yes,4.7
SHP0862,2025-02-16,North,Sea,892,255.06,Express,3.84,32.91,481.8,1.83,Yes,4.8
SHP0863,2025-05-01,South,Air,1577,266.71,Express,1.32,6.24,2649.68,0.97,Yes,4.3
SHP0864,2025-08-02,East,Road,1779,200.13,Standard,5.29,39.43,1162.5,6.73,No,4.0
SHP0865,2025-08-27,West,Road,172,272.51,Standard,1.89,9.43,356.28,15.61,No,3.0
SHP0866,2025-02-25,North,Road,1486,94.24,Standard,2.0,29.95,1005.3,1.36,Yes,4.3
SHP0867,2025-12-16,North,Road,1212,698.35,Express,3.0,27.1,1230.85,1.59,Yes,4.5
SHP0868,2025-04-17,East,Road,2536,288.93,Standard,1.66,47.99,1679.74,2.49,Yes,5.0
SHP0869,2025-11-15,North,Road,611,63.97,Standard,3.56,16.81,718.67,2.4,Yes,5.0
SHP0870,2025-02-17,North,Sea,2215,220.49,Standard,2.84,66.71,939.13,2.23,Yes,4.1
SHP0871,2025-03-02,North,Air,1787,294.33,Standard,3.35,18.17,3106.58,0.41,Yes,3.8
SHP0872,2025-12-03,North,Road,954,101.59,Standard,2.42,25.95,654.35,11.53,No,3.8
SHP0873,2025-01-26,North,Road,444,321.67,Standard,1.86,11.46,640.73,0.15,Yes,5.0
SHP0874,2025-10-19,South,Rail,1776,718.13,Standard,5.08,31.05,1111.7,1.36,Yes,4.9
SHP0875,2025-09-14,South,Road,2973,141.03,Standard,3.5,61.07,1837.6,0.28,Yes,4.7
SHP0876,2025-01-08,West,Sea,1766,298.84,Standard,0.96,53.58,817.76,3.44,Yes,4.0
SHP0877,2025-04-23,East,Road,984,256.22,Express,2.11,21.5,859.97,18.7,No,2.8
SHP0878,2025-12-21,East,Road,1151,436.07,Standard,5.63,29.07,1055.66,3.71,Yes,4.7
SHP0879,2025-09-10,North,Road,1485,205.16,Standard,2.09,31.37,1063.64,2.61,Yes,4.3
SHP0880,2025-06-29,North,Road,124,104.93,Standard,4.03,11.46,388.95,1.25,Yes,4.7
SHP0881,2025-07-26,East,Rail,344,416.93,Standard,1.74,7.88,448.42,1.18,Yes,4.5
SHP0882,2025-10-30,North,Air,70,109.39,Standard,3.76,4.3,781.27,1.26,Yes,4.9
SHP0883,2025-05-07,South,Air,1088,785.41,Express,8.08,14.83,2402.26,4.23,Yes,3.6
SHP0884,2025-02-25,East,Road,1284,327.84,Standard,5.35,31.8,1038.2,2.96,Yes,4.6
SHP0885,2025-08-02,East,Rail,609,145.59,Express,3.05,12.76,592.3,14.21,No,3.0
SHP0886,2025-01-14,North,Rail,1159,481.09,Standard,8.35,25.93,719.39,4.68,Yes,4.9
SHP0887,2025-01-28,South,Sea,1222,219.99,Standard,2.28,38.17,538.01,1.65,Yes,4.7
SHP0888,2025-03-19,East,Road,421,189.62,Standard,3.64,13.36,497.44,3.56,Yes,4.6
SHP0889,2025-08-04,North,Road,2077,137.47,Standard,4.22,50.86,1298.39,1.84,Yes,4.2
SHP0890,2025-12-31,East,Rail,867,59.46,Express,5.66,24.22,694.58,1.62,Yes,4.5
SHP0891,2025-06-03,East,Rail,1224,338.01,Express,2.68,21.83,758.51,1.24,Yes,4.8
SHP0892,2025-01-14,West,Rail,1214,70.83,Express,4.49,28.89,685.02,16.58,No,2.7
SHP0893,2025-07-06,North,Road,1142,127.06,Express,1.65,23.44,981.97,3.19,Yes,4.3
SHP0894,2025-11-08,West,Rail,1333,299.76,Express,1.71,22.68,758.0,0.04,Yes,4.9
SHP0895,2025-01-07,East,Sea,2061,155.95,Standard,4.0,65.05,917.51,0.11,Yes,4.2
SHP0896,2025-01-03,South,Rail,895,247.15,Standard,3.95,27.05,561.41,14.18,No,2.9
SHP0897,2025-04-21,North,Sea,2041,94.67,Standard,6.47,65.47,773.29,3.17,Yes,4.7
SHP0898,2025-08-26,East,Rail,570,173.48,Standard,4.04,16.22,472.22,1.56,Yes,4.5
SHP0899,2025-12-29,North,Sea,420,248.23,Express,2.45,16.13,451.18,0.81,Yes,5.0
SHP0900,2025-08-27,South,Air,1492,113.75,Standard,6.39,11.8,2449.25,3.12,Yes,4.5
SHP0901,2025-10-01,North,Road,150,720.87,Standard,6.83,10.64,658.39,2.35,Yes,3.9
SHP0902,2025-10-21,West,Sea,710,141.71,Standard,4.32,26.86,360.9,4.05,Yes,4.5
SHP0903,2025-08-15,West,Road,1731,581.08,Standard,2.58,39.93,1345.1,0.5,Yes,4.4
SHP0904,2025-01-15,East,Sea,292,196.87,Standard,2.02,10.57,208.13,0.44,Yes,4.9
SHP0905,2025-07-11,South,Rail,2850,73.85,Standard,3.32,46.43,1411.84,1.82,Yes,4.4
SHP0906,2025-04-29,North,Road,561,99.9,Standard,11.48,22.03,568.11,8.49,No,3.6
SHP0907,2025-01-28,East,Rail,2946,250.45,Standard,1.16,48.53,1440.06,20.69,No,2.7
SHP0908,2025-07-21,South,Sea,2652,456.21,Standard,11.67,87.73,1267.9,10.22,No,3.0
SHP0909,2025-02-08,North,Road,2323,764.21,Standard,3.16,46.32,1757.28,3.63,Yes,4.2
SHP0910,2025-09-30,East,Rail,1591,242.2,Standard,2.36,30.92,993.74,3.15,Yes,4.2
SHP0911,2025-08-19,West,Air,2311,97.12,Standard,1.09,7.48,3439.95,15.42,No,3.4
SHP0912,2025-03-27,East,Air,2815,269.06,Standard,5.46,12.99,4134.03,7.2,No,3.8
SHP0913,2025-05-06,East,Road,2164,124.26,Standard,3.6,45.0,1359.56,1.44,Yes,4.3
SHP0914,2025-10-27,West,Road,445,291.35,Standard,5.23,15.42,649.78,1.77,Yes,4.7
SHP0915,2025-01-25,North,Road,661,114.55,Standard,0.87,14.44,676.28,8.08,No,3.5
SHP0916,2025-05-25,East,Rail,1310,51.28,Standard,5.82,31.87,767.82,3.97,Yes,4.1
SHP0917,2025-01-13,West,Rail,1907,556.57,Standard,2.57,36.55,1149.27,4.4,Yes,4.5
SHP0918,2025-07-31,North,Sea,819,188.95,Standard,0.96,26.29,455.95,0.09,Yes,3.8
SHP0919,2025-01-25,East,Road,1472,229.24,Express,2.82,30.22,1127.72,2.31,Yes,4.2
SHP0920,2025-03-09,East,Air,456,444.83,Standard,1.2,5.81,1407.59,2.3,Yes,4.3
SHP0921,2025-03-08,East,Road,1922,824.84,Express,2.08,39.35,1695.8,10.41,No,4.1
SHP0922,2025-08-21,East,Road,1553,366.52,Standard,2.49,32.47,1210.42,7.05,No,4.1
SHP0923,2025-04-19,West,Rail,2744,237.96,Standard,1.63,42.53,1332.33,0.42,Yes,4.7
SHP0924,2025-05-26,West,Rail,2319,306.13,Standard,3.36,38.64,1329.95,0.68,Yes,4.7
SHP0925,2025-04-21,North,Air,1229,180.13,Standard,3.43,6.66,2272.59,3.6,Yes,4.4
SHP0926,2025-08-16,West,Sea,703,227.07,Standard,6.27,27.72,484.39,2.91,Yes,4.5
SHP0927,2025-04-21,North,Rail,2525,245.04,Standard,3.39,39.86,1283.0,1.08,Yes,4.7
SHP0928,2025-02-03,South,Sea,1231,127.66,Standard,10.97,50.03,601.26,6.25,No,4.7
SHP0929,2025-04-21,South,Sea,1026,224.71,Standard,4.84,44.3,576.9,1.02,Yes,4.5
SHP0930,2025-09-21,South,Rail,1489,286.28,Standard,1.93,34.02,806.88,1.7,Yes,4.7
SHP0931,2025-08-24,South,Air,2468,317.96,Standard,1.62,9.62,3819.78,1.09,Yes,4.7
SHP0932,2025-03-24,West,Rail,1417,300.7,Standard,1.7,23.17,983.15,4.68,Yes,4.6
SHP0933,2025-02-11,East,Road,2947,86.72,Standard,6.31,62.88,1946.21,2.38,Yes,4.3
SHP0934,2025-04-11,East,Air,2953,523.47,Express,1.62,15.21,4437.94,10.4,No,3.4
SHP0935,2025-01-06,North,Road,278,493.93,Express,3.86,13.47,612.18,13.56,No,2.6
SHP0936,2025-06-29,West,Rail,2377,207.0,Express,5.2,40.93,1237.91,4.86,Yes,4.6
SHP0937,2025-10-09,West,Air,1943,304.56,Standard,3.52,9.25,3171.24,2.36,Yes,4.0
SHP0938,2025-11-16,West,Road,1363,190.26,Express,5.38,30.54,1000.68,2.17,Yes,4.7
SHP0939,2025-08-14,North,Road,1120,374.79,Express,2.81,26.54,997.45,1.96,Yes,5.0
SHP0940,2025-11-11,North,Sea,1024,125.21,Standard,3.66,38.22,627.71,3.55,Yes,5.0
SHP0941,2025-12-31,North,Rail,1788,566.64,Standard,3.13,30.78,988.19,9.63,No,3.5
SHP0942,2025-08-17,North,Road,807,361.96,Express,3.74,19.56,784.61,1.15,Yes,4.5
SHP0943,2025-10-16,South,Air,370,367.9,Standard,1.49,8.2,1257.95,7.58,No,3.9
SHP0944,2025-05-30,West,Rail,2371,205.71,Standard,8.57,48.23,1299.41,18.47,No,2.9
SHP0945,2025-10-04,South,Rail,605,82.37,Standard,4.6,14.43,550.48,14.22,No,3.0
SHP0946,2025-07-17,North,Sea,893,411.07,Standard,5.6,32.33,422.06,11.2,No,3.4
SHP0947,2025-03-11,South,Air,1386,84.29,Express,2.41,10.28,2371.76,0.18,Yes,5.0
SHP0948,2025-04-22,North,Road,1436,414.54,Standard,4.69,32.93,1279.21,1.22,Yes,4.7
SHP0949,2025-01-04,North,Air,717,128.96,Standard,3.96,7.74,1606.04,0.89,Yes,4.6
SHP0950,2025-12-16,South,Sea,2477,72.9,Standard,1.22,75.19,1022.24,0.13,Yes,4.5
SHP0951,2025-11-27,South,Road,2808,221.56,Standard,1.15,55.12,1853.56,2.26,Yes,4.9
SHP0952,2025-11-14,West,Road,1992,506.72,Standard,1.45,38.54,1397.56,0.56,Yes,4.8
SHP0953,2025-12-16,West,Road,2054,112.63,Standard,1.82,40.11,1251.52,3.4,Yes,4.4
SHP0954,2025-04-05,South,Air,1980,678.12,Express,1.66,10.17,3439.03,0.29,Yes,4.1
SHP0955,2025-06-01,South,Rail,795,350.63,Standard,4.38,17.26,613.6,9.97,No,3.9
SHP0956,2025-11-07,West,Rail,724,247.08,Standard,5.37,21.04,565.15,2.97,Yes,4.0
SHP0957,2025-05-17,South,Sea,2213,163.21,Standard,4.75,73.27,1056.47,11.53,No,3.6
SHP0958,2025-09-04,North,Air,2702,171.38,Standard,9.15,16.24,4196.27,4.79,Yes,4.0
SHP0959,2025-08-31,West,Road,1115,299.2,Express,3.76,26.4,936.29,1.79,Yes,4.2
SHP0960,2025-01-31,North,Road,2476,400.31,Express,3.13,51.73,1667.46,3.61,Yes,4.7
SHP0961,2025-02-09,East,Road,2563,146.14,Express,3.3,52.29,1754.49,2.9,Yes,4.5
SHP0962,2025-08-17,East,Road,2377,125.89,Standard,5.7,51.62,1619.19,2.05,Yes,4.6
SHP0963,2025-02-05,South,Air,667,190.63,Standard,1.99,8.0,1457.89,9.55,No,4.3
SHP0964,2025-08-11,South,Sea,2215,587.3,Standard,2.78,69.16,1160.84,0.69,Yes,5.0
SHP0965,2025-01-06,West,Road,2406,94.46,Standard,8.11,52.79,1541.41,16.04,No,2.8
SHP0966,2025-11-18,North,Rail,2197,492.62,Express,3.79,43.04,1212.79,13.31,No,2.7
SHP0967,2025-08-08,North,Air,2358,228.06,Express,4.83,10.86,3573.11,4.02,Yes,4.8
SHP0968,2025-03-16,East,Road,1042,69.62,Express,3.06,23.74,771.65,9.43,No,3.2
SHP0969,2025-01-04,East,Road,1378,160.27,Express,2.1,30.81,927.22,0.57,Yes,4.9
SHP0970,2025-12-01,North,Rail,1427,339.26,Express,5.06,28.21,882.71,1.82,Yes,4.5
SHP0971,2025-05-14,West,Road,335,781.54,Standard,2.5,8.88,817.29,15.57,No,3.0
SHP0972,2025-04-28,South,Sea,2425,87.43,Standard,3.19,76.02,1126.2,1.65,Yes,5.0
SHP0973,2025-04-04,West,Road,2160,30.77,Standard,3.34,43.9,1530.99,0.01,Yes,4.5
SHP0974,2025-03-03,West,Road,736,88.53,Standard,6.7,21.78,621.87,2.27,Yes,4.3
SHP0975,2025-07-13,East,Rail,1355,488.48,Standard,2.02,22.42,891.79,2.43,Yes,4.8
SHP0976,2025-12-01,South,Sea,1514,63.08,Standard,6.46,52.57,604.17,2.74,Yes,5.0
SHP0977,2025-07-22,West,Road,787,631.49,Express,2.14,17.69,917.38,4.66,Yes,5.0
SHP0978,2025-01-26,North,Road,2736,518.2,Standard,2.28,60.15,2047.27,3.31,Yes,3.9
SHP0979,2025-06-22,East,Road,2008,253.08,Express,1.61,42.95,1556.56,6.66,No,3.9
SHP0980,2025-10-27,North,Road,1944,142.81,Express,4.64,45.16,1531.62,2.61,Yes,4.1
SHP0981,2025-05-13,South,Road,2573,230.14,Standard,3.25,51.76,1824.83,1.68,Yes,4.9
SHP0982,2025-11-22,South,Rail,1535,339.6,Standard,3.06,34.13,947.89,2.1,Yes,4.6
SHP0983,2025-04-28,West,Road,2150,305.19,Standard,4.08,45.52,1609.29,1.3,Yes,5.0
SHP0984,2025-11-20,West,Road,2851,748.27,Express,3.62,58.23,2134.39,0.39,Yes,4.6
SHP0985,2025-10-02,North,Air,535,184.55,Express,4.34,7.61,1274.87,1.76,Yes,4.8
SHP0986,2025-07-31,North,Road,1563,89.07,Express,4.32,35.74,1019.6,5.06,No,4.1
SHP0987,2025-08-13,East,Road,2051,78.72,Standard,2.75,47.82,1476.22,5.06,No,4.2
SHP0988,2025-01-20,South,Road,1437,68.44,Standard,2.64,31.9,1231.77,4.54,Yes,4.1
SHP0989,2025-04-23,North,Sea,2506,254.02,Standard,4.4,76.72,1190.1,5.86,No,4.6
SHP0990,2025-05-20,East,Road,1080,187.91,Express,2.63,27.1,758.67,1.35,Yes,4.2
SHP0991,2025-02-16,East,Sea,1815,226.53,Standard,3.79,58.85,821.35,12.78,No,3.2
SHP0992,2025-01-01,West,Air,717,152.03,Standard,2.82,5.63,1518.9,3.87,Yes,5.0
SHP0993,2025-03-31,North,Road,1270,101.79,Standard,4.4,31.05,835.64,3.92,Yes,4.8
SHP0994,2025-05-22,South,Sea,884,340.37,Standard,1.98,29.58,445.81,1.25,Yes,4.4
SHP0995,2025-11-16,East,Road,925,39.48,Standard,6.63,25.47,769.6,12.82,No,3.0
SHP0996,2025-02-07,West,Road,2464,126.33,Standard,3.51,50.75,1670.35,8.67,No,3.9
SHP0997,2025-10-20,East,Air,1051,383.96,Standard,1.11,6.85,2038.48,0.9,Yes,4.9
SHP0998,2025-05-19,East,Air,299,117.85,Standard,2.06,5.23,888.7,0.37,Yes,5.0
SHP0999,2025-12-22,North,Rail,1989,291.25,Express,5.64,36.97,1179.88,2.17,Yes,4.0
SHP1000,2025-11-29,West,Road,1668,126.45,Express,8.03,41.76,1181.06,4.63,Yes,4.7
SHP1001,2025-09-16,South,Rail,1313,160.92,Standard,3.48,24.55,752.2,0.98,Yes,4.4
SHP1002,2025-06-10,North,Air,2477,331.11,Express,5.75,12.14,3758.39,1.9,Yes,5.0
SHP1003,2025-06-27,East,Road,921,90.51,Standard,1.66,19.1,726.53,4.48,Yes,3.7
SHP1004,2025-01-10,North,Road,884,373.04,Standard,2.93,24.46,970.99,0.88,Yes,4.3
SHP1005,2025-09-18,North,Road,2872,228.64,Express,0.62,56.36,1839.24,10.09,No,4.2
SHP1006,2025-05-18,West,Road,968,533.53,Express,1.82,24.72,983.51,2.29,Yes,5.0
SHP1007,2025-06-21,South,Sea,1774,256.14,Express,1.46,55.01,855.67,7.64,No,3.9
SHP1008,2025-01-13,East,Road,2552,104.73,Standard,4.29,57.0,1534.4,0.36,Yes,4.6
SHP1009,2025-06-17,South,Sea,2463,742.18,Standard,3.08,77.27,1231.14,0.82,Yes,4.7
SHP1010,2025-05-10,West,Road,1363,111.03,Express,1.01,27.43,914.99,1.92,Yes,4.7
SHP1011,2025-03-25,North,Air,1947,188.86,Standard,1.81,7.05,3102.13,3.83,Yes,4.5
SHP1012,2025-11-17,South,Road,452,432.76,Standard,4.92,14.7,555.15,5.14,No,4.1
SHP1013,2025-11-15,West,Road,2155,59.39,Express,1.85,44.17,1497.8,0.86,Yes,4.0
SHP1014,2025-04-11,West,Road,2618,606.54,Express,6.06,56.64,1867.83,8.44,No,3.6
SHP1015,2025-11-25,South,Road,1377,98.93,Express,7.29,34.31,988.03,2.7,Yes,3.9
SHP1016,2025-09-30,South,Rail,1188,161.02,Standard,3.8,21.87,736.66,1.57,Yes,4.9
SHP1017,2025-09-22,West,Sea,259,271.02,Express,4.91,15.2,199.0,3.34,Yes,4.5
SHP1018,2025-02-07,East,Air,1114,215.04,Standard,2.59,7.89,2057.98,3.05,Yes,4.4
SHP1019,2025-04-04,West,Road,865,384.68,Standard,2.08,22.78,922.97,2.05,Yes,4.5
SHP1020,2025-04-05,West,Road,2270,72.2,Standard,1.78,43.43,1607.18,18.55,No,3.3
SHP1021,2025-11-01,North,Road,283,368.42,Standard,1.49,9.45,497.59,0.34,Yes,5.0
SHP1022,2025-03-10,North,Rail,842,389.58,Standard,3.85,16.88,611.76,0.29,Yes,4.8
SHP1023,2025-11-14,East,Air,1957,455.07,Standard,4.65,9.73,3149.02,3.78,Yes,4.2
SHP1024,2025-08-24,North,Sea,1663,72.77,Standard,5.85,54.66,713.52,3.13,Yes,4.9
SHP1025,2025-11-30,North,Road,2890,79.18,Standard,6.83,59.88,1742.4,3.95,Yes,4.4
SHP1026,2025-05-17,West,Rail,2216,174.22,Standard,3.74,38.49,1182.54,0.84,Yes,4.5
SHP1027,2025-03-17,East,Rail,384,85.41,Standard,10.52,18.71,435.69,5.55,No,3.9
SHP1028,2025-02-04,West,Air,1409,62.63,Standard,3.65,8.16,2266.78,14.38,No,3.3
SHP1029,2025-01-01,East,Rail,1689,169.05,Express,4.79,31.6,843.93,1.56,Yes,4.9
SHP1030,2025-10-23,East,Air,1147,260.83,Express,1.01,6.23,2163.36,5.36,No,4.4
SHP1031,2025-11-16,North,Air,1264,1570.71,Standard,7.1,11.64,3219.45,3.76,Yes,4.6
SHP1032,2025-03-01,South,Road,373,325.08,Express,7.05,14.59,622.68,4.92,Yes,4.1
SHP1033,2025-11-16,South,Air,1840,754.9,Standard,2.74,8.59,3512.51,0.25,Yes,4.6
SHP1034,2025-12-15,South,Road,333,214.67,Standard,6.65,13.2,437.53,3.26,Yes,4.5
SHP1035,2025-11-24,West,Air,262,327.57,Express,6.7,9.92,1059.91,13.59,No,3.1
SHP1036,2025-09-24,South,Road,1708,199.88,Standard,6.6,41.07,1142.59,3.99,Yes,4.0
SHP1037,2025-12-27,South,Rail,1791,1448.36,Express,3.49,30.29,1318.17,5.75,No,4.1
SHP1038,2025-08-17,South,Sea,978,137.01,Standard,2.49,32.06,549.55,0.05,Yes,5.0
SHP1039,2025-09-27,North,Sea,801,150.66,Express,2.94,31.19,461.49,2.36,Yes,4.4
SHP1040,2025-11-12,South,Air,1467,386.67,Standard,0.94,7.85,2624.1,0.11,Yes,5.0
SHP1041,2025-10-13,North,Rail,2436,256.01,Standard,7.23,45.09,1176.06,4.05,Yes,3.9
SHP1042,2025-10-18,North,Air,1871,164.53,Standard,2.27,8.05,2807.54,2.96,Yes,4.2
SHP1043,2025-08-01,North,Rail,1095,433.66,Express,9.18,25.42,692.3,19.12,No,2.3
SHP1044,2025-06-14,South,Sea,1844,215.12,Standard,4.87,58.03,717.43,2.77,Yes,4.8
SHP1045,2025-01-05,West,Road,1942,214.06,Express,1.72,37.86,1322.26,5.97,No,4.2
SHP1046,2025-12-05,South,Sea,154,260.19,Standard,2.07,7.34,301.53,10.02,No,3.3
SHP1047,2025-03-19,South,Sea,1539,65.77,Standard,5.58,55.99,732.43,8.17,No,3.2
SHP1048,2025-03-03,East,Air,1532,72.58,Standard,8.75,16.84,2317.7,10.21,No,3.2
SHP1049,2025-05-12,North,Road,1505,473.82,Standard,0.99,28.74,1327.53,0.53,Yes,4.1
